state,district,time,metric_type,value,source
Tamil Nadu,Kallakurichi,2026-01,aadhaar_biometric_update,173,UIDAI
Tamil Nadu,Kancheepuram,2025-03,aadhaar_biometric_update,32292,UIDAI
Tamil Nadu,Kancheepuram,2025-04,aadhaar_biometric_update,27322,UIDAI
Tamil Nadu,Kancheepuram,2025-05,aadhaar_biometric_update,43743,UIDAI
Tamil Nadu,Kancheepuram,2025-06,aadhaar_biometric_update,36637,UIDAI
Tamil Nadu,Kancheepuram,2025-07,aadhaar_biometric_update,27411,UIDAI
Tamil Nadu,Kancheepuram,2025-08,aadhaar_biometric_update,23057,UIDAI
Tamil Nadu,Kancheepuram,2025-09,aadhaar_biometric_update,32972,UIDAI
Tamil Nadu,Kancheepuram,2025-10,aadhaar_biometric_update,42275,UIDAI
Tamil Nadu,Kancheepuram,2025-11,aadhaar_biometric_update,32742,UIDAI
Tamil Nadu,Kancheepuram,2025-12,aadhaar_biometric_update,41013,UIDAI
Tamil Nadu,Kancheepuram,2026-01,aadhaar_biometric_update,3329,UIDAI
Tamil Nadu,Kanchipuram,2025-06,aadhaar_biometric_update,11,UIDAI
Tamil Nadu,Kanchipuram,2025-07,aadhaar_biometric_update,20,UIDAI
Tamil Nadu,Kanchipuram,2025-08,aadhaar_biometric_update,8,UIDAI
Tamil Nadu,Kanchipuram,2025-09,aadhaar_biometric_update,6,UIDAI
Tamil Nadu,Kanchipuram,2025-10,aadhaar_biometric_update,3,UIDAI
Tamil Nadu,Kanchipuram,2025-11,aadhaar_biometric_update,14,UIDAI
Tamil Nadu,Kanchipuram,2025-12,aadhaar_biometric_update,12,UIDAI
Tamil Nadu,Kanchipuram,2026-01,aadhaar_biometric_update,3,UIDAI
Tamil Nadu,Kanniyakumari,2025-03,aadhaar_biometric_update,9251,UIDAI
Tamil Nadu,Kanniyakumari,2025-04,aadhaar_biometric_update,5946,UIDAI
Tamil Nadu,Kanniyakumari,2025-05,aadhaar_biometric_update,13538,UIDAI
Tamil Nadu,Kanniyakumari,2025-06,aadhaar_biometric_update,17817,UIDAI
Tamil Nadu,Kanniyakumari,2025-07,aadhaar_biometric_update,9619,UIDAI
Tamil Nadu,Kanniyakumari,2025-08,aadhaar_biometric_update,8321,UIDAI
Tamil Nadu,Kanniyakumari,2025-09,aadhaar_biometric_update,12335,UIDAI
Tamil Nadu,Kanniyakumari,2025-10,aadhaar_biometric_update,15428,UIDAI
Tamil Nadu,Kanniyakumari,2025-11,aadhaar_biometric_update,7545,UIDAI
Tamil Nadu,Kanniyakumari,2025-12,aadhaar_biometric_update,10591,UIDAI
Tamil Nadu,Kanniyakumari,2026-01,aadhaar_biometric_update,859,UIDAI
Tamil Nadu,Kanyakumari,2025-03,aadhaar_biometric_update,2464,UIDAI
Tamil Nadu,Kanyakumari,2025-04,aadhaar_biometric_update,2329,UIDAI
Tamil Nadu,Kanyakumari,2025-05,aadhaar_biometric_update,6289,UIDAI
Tamil Nadu,Kanyakumari,2025-06,aadhaar_biometric_update,8379,UIDAI
Tamil Nadu,Kanyakumari,2025-07,aadhaar_biometric_update,4722,UIDAI
Tamil Nadu,Kanyakumari,2025-08,aadhaar_biometric_update,5028,UIDAI
Tamil Nadu,Kanyakumari,2025-09,aadhaar_biometric_update,6354,UIDAI
Tamil Nadu,Kanyakumari,2025-10,aadhaar_biometric_update,8329,UIDAI
Tamil Nadu,Kanyakumari,2025-11,aadhaar_biometric_update,5225,UIDAI
Tamil Nadu,Kanyakumari,2025-12,aadhaar_biometric_update,5925,UIDAI
Tamil Nadu,Kanyakumari,2026-01,aadhaar_biometric_update,405,UIDAI
Tamil Nadu,Karur,2025-03,aadhaar_biometric_update,10709,UIDAI
Tamil Nadu,Karur,2025-04,aadhaar_biometric_update,7410,UIDAI
Tamil Nadu,Karur,2025-05,aadhaar_biometric_update,9597,UIDAI
Tamil Nadu,Karur,2025-06,aadhaar_biometric_update,9373,UIDAI
Tamil Nadu,Karur,2025-07,aadhaar_biometric_update,6990,UIDAI
Tamil Nadu,Karur,2025-08,aadhaar_biometric_update,5739,UIDAI
Tamil Nadu,Karur,2025-09,aadhaar_biometric_update,9169,UIDAI
Tamil Nadu,Karur,2025-10,aadhaar_biometric_update,9821,UIDAI
Tamil Nadu,Karur,2025-11,aadhaar_biometric_update,5838,UIDAI
Tamil Nadu,Karur,2025-12,aadhaar_biometric_update,9346,UIDAI
Tamil Nadu,Karur,2026-01,aadhaar_biometric_update,866,UIDAI
Tamil Nadu,Krishnagiri,2025-03,aadhaar_biometric_update,19663,UIDAI
Tamil Nadu,Krishnagiri,2025-04,aadhaar_biometric_update,15150,UIDAI
Tamil Nadu,Krishnagiri,2025-05,aadhaar_biometric_update,19289,UIDAI
Tamil Nadu,Krishnagiri,2025-06,aadhaar_biometric_update,22036,UIDAI
Tamil Nadu,Krishnagiri,2025-07,aadhaar_biometric_update,12457,UIDAI
Tamil Nadu,Krishnagiri,2025-08,aadhaar_biometric_update,12959,UIDAI
Tamil Nadu,Krishnagiri,2025-09,aadhaar_biometric_update,14070,UIDAI
Tamil Nadu,Krishnagiri,2025-10,aadhaar_biometric_update,29149,UIDAI
Tamil Nadu,Krishnagiri,2025-11,aadhaar_biometric_update,15834,UIDAI
Tamil Nadu,Krishnagiri,2025-12,aadhaar_biometric_update,18941,UIDAI
Tamil Nadu,Krishnagiri,2026-01,aadhaar_biometric_update,1462,UIDAI
Tamil Nadu,Madurai,2025-03,aadhaar_biometric_update,38537,UIDAI
Tamil Nadu,Madurai,2025-04,aadhaar_biometric_update,31455,UIDAI
Tamil Nadu,Madurai,2025-05,aadhaar_biometric_update,40534,UIDAI
Tamil Nadu,Madurai,2025-06,aadhaar_biometric_update,29600,UIDAI
Tamil Nadu,Madurai,2025-07,aadhaar_biometric_update,24514,UIDAI
Tamil Nadu,Madurai,2025-08,aadhaar_biometric_update,21632,UIDAI
Tamil Nadu,Madurai,2025-09,aadhaar_biometric_update,27172,UIDAI
Tamil Nadu,Madurai,2025-10,aadhaar_biometric_update,36834,UIDAI
Tamil Nadu,Madurai,2025-11,aadhaar_biometric_update,24056,UIDAI
Tamil Nadu,Madurai,2025-12,aadhaar_biometric_update,33194,UIDAI
Tamil Nadu,Madurai,2026-01,aadhaar_biometric_update,3314,UIDAI
Tamil Nadu,Mayiladuthurai,2025-03,aadhaar_biometric_update,976,UIDAI
Tamil Nadu,Mayiladuthurai,2025-04,aadhaar_biometric_update,155,UIDAI
Tamil Nadu,Mayiladuthurai,2025-05,aadhaar_biometric_update,735,UIDAI
Tamil Nadu,Mayiladuthurai,2025-06,aadhaar_biometric_update,1890,UIDAI
Tamil Nadu,Mayiladuthurai,2025-07,aadhaar_biometric_update,1562,UIDAI
Tamil Nadu,Mayiladuthurai,2025-08,aadhaar_biometric_update,1065,UIDAI
Tamil Nadu,Mayiladuthurai,2025-09,aadhaar_biometric_update,1137,UIDAI
Tamil Nadu,Mayiladuthurai,2025-10,aadhaar_biometric_update,1301,UIDAI
Tamil Nadu,Mayiladuthurai,2025-11,aadhaar_biometric_update,1223,UIDAI
Tamil Nadu,Mayiladuthurai,2025-12,aadhaar_biometric_update,1660,UIDAI
Tamil Nadu,Mayiladuthurai,2026-01,aadhaar_biometric_update,131,UIDAI
Tamil Nadu,Nagapattinam,2025-03,aadhaar_biometric_update,13619,UIDAI
Tamil Nadu,Nagapattinam,2025-04,aadhaar_biometric_update,9095,UIDAI
Tamil Nadu,Nagapattinam,2025-05,aadhaar_biometric_update,13792,UIDAI
Tamil Nadu,Nagapattinam,2025-06,aadhaar_biometric_update,15371,UIDAI
Tamil Nadu,Nagapattinam,2025-07,aadhaar_biometric_update,11024,UIDAI
Tamil Nadu,Nagapattinam,2025-08,aadhaar_biometric_update,8990,UIDAI
Tamil Nadu,Nagapattinam,2025-09,aadhaar_biometric_update,10282,UIDAI
Tamil Nadu,Nagapattinam,2025-10,aadhaar_biometric_update,13389,UIDAI
Tamil Nadu,Nagapattinam,2025-11,aadhaar_biometric_update,10389,UIDAI
Tamil Nadu,Nagapattinam,2025-12,aadhaar_biometric_update,15948,UIDAI
Tamil Nadu,Nagapattinam,2026-01,aadhaar_biometric_update,1286,UIDAI
Tamil Nadu,Namakkal,2025-03,aadhaar_biometric_update,17578,UIDAI
Tamil Nadu,Namakkal,2025-04,aadhaar_biometric_update,14779,UIDAI
Tamil Nadu,Namakkal,2025-05,aadhaar_biometric_update,21053,UIDAI
Tamil Nadu,Namakkal,2025-06,aadhaar_biometric_update,22480,UIDAI
Tamil Nadu,Namakkal,2025-07,aadhaar_biometric_update,14520,UIDAI
Tamil Nadu,Namakkal,2025-08,aadhaar_biometric_update,10652,UIDAI
Tamil Nadu,Namakkal,2025-09,aadhaar_biometric_update,17055,UIDAI
Tamil Nadu,Namakkal,2025-10,aadhaar_biometric_update,20423,UIDAI
Tamil Nadu,Namakkal,2025-11,aadhaar_biometric_update,15711,UIDAI
Tamil Nadu,Namakkal,2025-12,aadhaar_biometric_update,18654,UIDAI
Tamil Nadu,Namakkal,2026-01,aadhaar_biometric_update,1410,UIDAI
Tamil Nadu,Nilgiris,2025-05,aadhaar_biometric_update,3,UIDAI
Tamil Nadu,Nilgiris,2025-06,aadhaar_biometric_update,2,UIDAI
Tamil Nadu,Nilgiris,2025-07,aadhaar_biometric_update,2,UIDAI
Tamil Nadu,Nilgiris,2025-08,aadhaar_biometric_update,2,UIDAI
Tamil Nadu,Nilgiris,2025-09,aadhaar_biometric_update,2,UIDAI
Tamil Nadu,Nilgiris,2025-11,aadhaar_biometric_update,2,UIDAI
Tamil Nadu,Perambalur,2025-03,aadhaar_biometric_update,8317,UIDAI
Tamil Nadu,Perambalur,2025-04,aadhaar_biometric_update,4801,UIDAI
Tamil Nadu,Perambalur,2025-05,aadhaar_biometric_update,10030,UIDAI
Tamil Nadu,Perambalur,2025-06,aadhaar_biometric_update,10316,UIDAI
Tamil Nadu,Perambalur,2025-07,aadhaar_biometric_update,7322,UIDAI
Tamil Nadu,Perambalur,2025-08,aadhaar_biometric_update,7425,UIDAI
Tamil Nadu,Perambalur,2025-09,aadhaar_biometric_update,7328,UIDAI
Tamil Nadu,Perambalur,2025-10,aadhaar_biometric_update,9580,UIDAI
Tamil Nadu,Perambalur,2025-11,aadhaar_biometric_update,5981,UIDAI
Tamil Nadu,Perambalur,2025-12,aadhaar_biometric_update,7068,UIDAI
Tamil Nadu,Perambalur,2026-01,aadhaar_biometric_update,541,UIDAI
Tamil Nadu,Pudukkottai,2025-03,aadhaar_biometric_update,20017,UIDAI
Tamil Nadu,Pudukkottai,2025-04,aadhaar_biometric_update,17474,UIDAI
Tamil Nadu,Pudukkottai,2025-05,aadhaar_biometric_update,22836,UIDAI
Tamil Nadu,Pudukkottai,2025-06,aadhaar_biometric_update,24909,UIDAI
Tamil Nadu,Pudukkottai,2025-07,aadhaar_biometric_update,15350,UIDAI
Tamil Nadu,Pudukkottai,2025-08,aadhaar_biometric_update,13071,UIDAI
Tamil Nadu,Pudukkottai,2025-09,aadhaar_biometric_update,16756,UIDAI
Tamil Nadu,Pudukkottai,2025-10,aadhaar_biometric_update,24555,UIDAI
Tamil Nadu,Pudukkottai,2025-11,aadhaar_biometric_update,13661,UIDAI
Tamil Nadu,Pudukkottai,2025-12,aadhaar_biometric_update,26263,UIDAI
Tamil Nadu,Pudukkottai,2026-01,aadhaar_biometric_update,2436,UIDAI
Tamil Nadu,Ramanathapuram,2025-03,aadhaar_biometric_update,15678,UIDAI
Tamil Nadu,Ramanathapuram,2025-04,aadhaar_biometric_update,14045,UIDAI
Tamil Nadu,Ramanathapuram,2025-05,aadhaar_biometric_update,19439,UIDAI
Tamil Nadu,Ramanathapuram,2025-06,aadhaar_biometric_update,21693,UIDAI
Tamil Nadu,Ramanathapuram,2025-07,aadhaar_biometric_update,11686,UIDAI
Tamil Nadu,Ramanathapuram,2025-08,aadhaar_biometric_update,9999,UIDAI
Tamil Nadu,Ramanathapuram,2025-09,aadhaar_biometric_update,11933,UIDAI
Tamil Nadu,Ramanathapuram,2025-10,aadhaar_biometric_update,18194,UIDAI
Tamil Nadu,Ramanathapuram,2025-11,aadhaar_biometric_update,9375,UIDAI
Tamil Nadu,Ramanathapuram,2025-12,aadhaar_biometric_update,15702,UIDAI
Tamil Nadu,Ramanathapuram,2026-01,aadhaar_biometric_update,1285,UIDAI
Tamil Nadu,Ranipet,2025-03,aadhaar_biometric_update,28,UIDAI
Tamil Nadu,Ranipet,2025-04,aadhaar_biometric_update,30,UIDAI
Tamil Nadu,Ranipet,2025-05,aadhaar_biometric_update,206,UIDAI
Tamil Nadu,Ranipet,2025-06,aadhaar_biometric_update,534,UIDAI
Tamil Nadu,Ranipet,2025-07,aadhaar_biometric_update,471,UIDAI
Tamil Nadu,Ranipet,2025-08,aadhaar_biometric_update,190,UIDAI
Tamil Nadu,Ranipet,2025-09,aadhaar_biometric_update,359,UIDAI
Tamil Nadu,Ranipet,2025-10,aadhaar_biometric_update,472,UIDAI
Tamil Nadu,Ranipet,2025-11,aadhaar_biometric_update,576,UIDAI
Tamil Nadu,Ranipet,2025-12,aadhaar_biometric_update,447,UIDAI
Tamil Nadu,Ranipet,2026-01,aadhaar_biometric_update,27,UIDAI
Tamil Nadu,Salem,2025-03,aadhaar_biometric_update,49978,UIDAI
Tamil Nadu,Salem,2025-04,aadhaar_biometric_update,34901,UIDAI
Tamil Nadu,Salem,2025-05,aadhaar_biometric_update,42502,UIDAI
Tamil Nadu,Salem,2025-06,aadhaar_biometric_update,44879,UIDAI
Tamil Nadu,Salem,2025-07,aadhaar_biometric_update,27829,UIDAI
Tamil Nadu,Salem,2025-08,aadhaar_biometric_update,22865,UIDAI
Tamil Nadu,Salem,2025-09,aadhaar_biometric_update,31874,UIDAI
Tamil Nadu,Salem,2025-10,aadhaar_biometric_update,27930,UIDAI
Tamil Nadu,Salem,2025-11,aadhaar_biometric_update,25794,UIDAI
Tamil Nadu,Salem,2025-12,aadhaar_biometric_update,40079,UIDAI
Tamil Nadu,Salem,2026-01,aadhaar_biometric_update,3394,UIDAI
Tamil Nadu,Sivaganga,2025-03,aadhaar_biometric_update,14853,UIDAI
Tamil Nadu,Sivaganga,2025-04,aadhaar_biometric_update,11019,UIDAI
Tamil Nadu,Sivaganga,2025-05,aadhaar_biometric_update,14883,UIDAI
Tamil Nadu,Sivaganga,2025-06,aadhaar_biometric_update,17105,UIDAI
Tamil Nadu,Sivaganga,2025-07,aadhaar_biometric_update,12084,UIDAI
Tamil Nadu,Sivaganga,2025-08,aadhaar_biometric_update,11668,UIDAI
Tamil Nadu,Sivaganga,2025-09,aadhaar_biometric_update,13399,UIDAI
Tamil Nadu,Sivaganga,2025-10,aadhaar_biometric_update,19315,UIDAI
Tamil Nadu,Sivaganga,2025-11,aadhaar_biometric_update,12528,UIDAI
Tamil Nadu,Sivaganga,2025-12,aadhaar_biometric_update,16253,UIDAI
Tamil Nadu,Sivaganga,2026-01,aadhaar_biometric_update,1774,UIDAI
Tamil Nadu,Tenkasi,2025-03,aadhaar_biometric_update,1714,UIDAI
Tamil Nadu,Tenkasi,2025-04,aadhaar_biometric_update,786,UIDAI
Tamil Nadu,Tenkasi,2025-05,aadhaar_biometric_update,1389,UIDAI
Tamil Nadu,Tenkasi,2025-06,aadhaar_biometric_update,3278,UIDAI
Tamil Nadu,Tenkasi,2025-07,aadhaar_biometric_update,2536,UIDAI
Tamil Nadu,Tenkasi,2025-08,aadhaar_biometric_update,1765,UIDAI
Tamil Nadu,Tenkasi,2025-09,aadhaar_biometric_update,2730,UIDAI
Tamil Nadu,Tenkasi,2025-10,aadhaar_biometric_update,3804,UIDAI
Tamil Nadu,Tenkasi,2025-11,aadhaar_biometric_update,2493,UIDAI
Tamil Nadu,Tenkasi,2025-12,aadhaar_biometric_update,2754,UIDAI
Tamil Nadu,Tenkasi,2026-01,aadhaar_biometric_update,182,UIDAI
Tamil Nadu,Thanjavur,2025-03,aadhaar_biometric_update,29880,UIDAI
Tamil Nadu,Thanjavur,2025-04,aadhaar_biometric_update,23333,UIDAI
Tamil Nadu,Thanjavur,2025-05,aadhaar_biometric_update,28954,UIDAI
Tamil Nadu,Thanjavur,2025-06,aadhaar_biometric_update,29259,UIDAI
Tamil Nadu,Thanjavur,2025-07,aadhaar_biometric_update,20606,UIDAI
Tamil Nadu,Thanjavur,2025-08,aadhaar_biometric_update,13486,UIDAI
Tamil Nadu,Thanjavur,2025-09,aadhaar_biometric_update,22596,UIDAI
Tamil Nadu,Thanjavur,2025-10,aadhaar_biometric_update,30040,UIDAI
Tamil Nadu,Thanjavur,2025-11,aadhaar_biometric_update,15714,UIDAI
Tamil Nadu,Thanjavur,2025-12,aadhaar_biometric_update,31352,UIDAI
Tamil Nadu,Thanjavur,2026-01,aadhaar_biometric_update,2279,UIDAI
Tamil Nadu,The Nilgiris,2025-03,aadhaar_biometric_update,7796,UIDAI
Tamil Nadu,The Nilgiris,2025-04,aadhaar_biometric_update,4333,UIDAI
Tamil Nadu,The Nilgiris,2025-05,aadhaar_biometric_update,7481,UIDAI
Tamil Nadu,The Nilgiris,2025-06,aadhaar_biometric_update,9881,UIDAI
Tamil Nadu,The Nilgiris,2025-07,aadhaar_biometric_update,6367,UIDAI
Tamil Nadu,The Nilgiris,2025-08,aadhaar_biometric_update,4165,UIDAI
Tamil Nadu,The Nilgiris,2025-09,aadhaar_biometric_update,5243,UIDAI
Tamil Nadu,The Nilgiris,2025-10,aadhaar_biometric_update,6371,UIDAI
Tamil Nadu,The Nilgiris,2025-11,aadhaar_biometric_update,5425,UIDAI
Tamil Nadu,The Nilgiris,2025-12,aadhaar_biometric_update,9612,UIDAI
Tamil Nadu,The Nilgiris,2026-01,aadhaar_biometric_update,509,UIDAI
Tamil Nadu,Theni,2025-03,aadhaar_biometric_update,18436,UIDAI
Tamil Nadu,Theni,2025-04,aadhaar_biometric_update,11588,UIDAI
Tamil Nadu,Theni,2025-05,aadhaar_biometric_update,18504,UIDAI
Tamil Nadu,Theni,2025-06,aadhaar_biometric_update,17445,UIDAI
Tamil Nadu,Theni,2025-07,aadhaar_biometric_update,9855,UIDAI
Tamil Nadu,Theni,2025-08,aadhaar_biometric_update,8899,UIDAI
Tamil Nadu,Theni,2025-09,aadhaar_biometric_update,9883,UIDAI
Tamil Nadu,Theni,2025-10,aadhaar_biometric_update,12004,UIDAI
Tamil Nadu,Theni,2025-11,aadhaar_biometric_update,7614,UIDAI
Tamil Nadu,Theni,2025-12,aadhaar_biometric_update,15087,UIDAI
Tamil Nadu,Theni,2026-01,aadhaar_biometric_update,1394,UIDAI
Tamil Nadu,Thiruvallur,2025-03,aadhaar_biometric_update,458,UIDAI
Tamil Nadu,Thiruvallur,2025-04,aadhaar_biometric_update,142,UIDAI
Tamil Nadu,Thiruvallur,2025-05,aadhaar_biometric_update,606,UIDAI
Tamil Nadu,Thiruvallur,2025-06,aadhaar_biometric_update,1070,UIDAI
Tamil Nadu,Thiruvallur,2025-07,aadhaar_biometric_update,849,UIDAI
Tamil Nadu,Thiruvallur,2025-08,aadhaar_biometric_update,573,UIDAI
Tamil Nadu,Thiruvallur,2025-09,aadhaar_biometric_update,832,UIDAI
Tamil Nadu,Thiruvallur,2025-10,aadhaar_biometric_update,1059,UIDAI
Tamil Nadu,Thiruvallur,2025-11,aadhaar_biometric_update,711,UIDAI
Tamil Nadu,Thiruvallur,2025-12,aadhaar_biometric_update,884,UIDAI
Tamil Nadu,Thiruvallur,2026-01,aadhaar_biometric_update,50,UIDAI
Tamil Nadu,Thiruvarur,2025-03,aadhaar_biometric_update,14066,UIDAI
