date,state,district,pincode,demo_age_5_17,demo_age_17_
01-03-2025,Karnataka,Davangere,577516,39,160
01-03-2025,Karnataka,Kalaburagi,585317,20,84
01-03-2025,Karnataka,Belgaum,591236,28,79
01-03-2025,Karnataka,Tumkur,572217,13,55
01-03-2025,Karnataka,Tumakuru,572222,17,69
01-03-2025,Karnataka,Davangere,577556,11,86
01-03-2025,Karnataka,Yadgir,585323,57,230
01-03-2025,Karnataka,Gadag,582210,81,98
01-03-2025,Karnataka,Raichur,584202,11,76
01-03-2025,Karnataka,Belagavi,591312,88,150
01-03-2025,Karnataka,Shivamogga,577243,20,78
01-03-2025,Karnataka,Kalaburagi,585102,132,482
01-03-2025,Karnataka,Mandya,571401,44,511
01-03-2025,Karnataka,Koppal,583279,49,236
01-03-2025,Karnataka,Bangalore,560096,13,143
01-03-2025,Karnataka,Bijapur,586113,185,183
01-03-2025,Karnataka,Tumkur,572141,17,101
01-03-2025,Karnataka,Bengaluru,560073,129,865
01-03-2025,Karnataka,Bangalore,560064,13,269
01-03-2025,Karnataka,Tumkur,572106,24,110
01-03-2025,Karnataka,Belagavi,591236,30,53
01-03-2025,Karnataka,Bengaluru,560062,108,814
01-03-2025,Karnataka,Shimoga,577429,23,224
01-03-2025,Karnataka,Ramanagar,562108,38,209
01-03-2025,Karnataka,Mandya,571403,33,311
01-03-2025,Karnataka,Uttara Kannada,581318,24,140
01-03-2025,Karnataka,Bangalore Rural,562111,43,341
01-03-2025,Karnataka,Bengaluru,560053,23,157
01-03-2025,Karnataka,Chikkamagaluru,577116,30,103
01-03-2025,Karnataka,Uttara Kannada,581423,10,81
01-03-2025,Karnataka,Shimoga,577225,14,35
01-03-2025,Karnataka,Chitradurga,577539,16,168
01-03-2025,Karnataka,Tumkur,572117,14,131
01-03-2025,Karnataka,Bengaluru,560057,87,420
01-03-2025,Karnataka,Bengaluru,560086,57,251
01-03-2025,Karnataka,Bengaluru,560056,67,498
01-03-2025,Karnataka,Haveri,581106,197,342
01-03-2025,Karnataka,Chikkaballapur,561211,34,251
01-03-2025,Karnataka,Gulbarga,585212,15,67
01-03-2025,Karnataka,Bengaluru,560048,86,514
01-03-2025,Karnataka,Bijapur,586211,47,160
01-03-2025,Karnataka,Bengaluru,560089,19,111
01-03-2025,Karnataka,Chikkaballapur,563146,16,197
01-03-2025,Karnataka,Udupi,574111,10,98
01-03-2025,Karnataka,Hassan,573134,30,200
01-03-2025,Karnataka,Chikkaballapur,561213,46,272
01-03-2025,Karnataka,Belagavi,591130,59,74
01-03-2025,Karnataka,Udupi,576115,19,133
01-03-2025,Karnataka,Belgaum,590014,50,202
01-03-2025,Karnataka,Davangere,577544,14,82
01-03-2025,Karnataka,Tumkur,572213,13,71
01-03-2025,Karnataka,Bengaluru,560064,188,1602
01-03-2025,Karnataka,Bangalore,560054,14,103
01-03-2025,Karnataka,Ramanagar,562112,31,275
01-03-2025,Karnataka,Bellary,583222,46,170
01-03-2025,Karnataka,Bangalore,560026,31,346
01-03-2025,Karnataka,Dakshina Kannada,574199,48,190
01-03-2025,Karnataka,Gadag,582101,343,428
01-03-2025,Karnataka,Davangere,577224,32,163
01-03-2025,Karnataka,Chikkaballapur,561206,14,175
01-03-2025,Karnataka,Chickmagalur,577126,17,95
01-03-2025,Karnataka,Gadag,582102,238,357
01-03-2025,Karnataka,Bengaluru,560039,49,164
01-03-2025,Karnataka,Belagavi,591311,54,159
01-03-2025,Karnataka,Kolar,563101,173,1374
01-03-2025,Karnataka,Bengaluru,560032,150,956
01-03-2025,Karnataka,Yadgir,585202,136,510
01-03-2025,Karnataka,Bengaluru,560063,15,143
01-03-2025,Karnataka,Dharwad,580028,122,260
01-03-2025,Karnataka,Kodagu,571201,31,252
01-03-2025,Karnataka,Bangalore Rural,560067,44,360
01-03-2025,Karnataka,Uttara Kannada,581342,22,89
01-03-2025,Karnataka,Tumakuru,572112,19,83
01-03-2025,Karnataka,Udupi,576102,15,193
01-03-2025,Karnataka,Raichur,584170,16,153
01-03-2025,Karnataka,Chitradurga,577543,35,216
01-03-2025,Karnataka,Shivamogga,577229,24,80
01-03-2025,Karnataka,Hasan,573112,14,74
01-03-2025,Karnataka,Bengaluru,560002,17,117
01-03-2025,Karnataka,Bidar,585413,49,281
01-03-2025,Karnataka,Bellary,583116,11,78
01-03-2025,Karnataka,Gadag,582116,537,343
01-03-2025,Karnataka,Haveri,581128,66,75
01-03-2025,Karnataka,Chitradurga,577535,62,304
01-03-2025,Karnataka,Dakshina Kannada,574324,19,81
01-03-2025,Karnataka,Tumakuru,572214,25,103
01-03-2025,Karnataka,Belgaum,591111,39,53
01-03-2025,Karnataka,Belagavi,591107,37,41
01-03-2025,Karnataka,Belgaum,591317,109,255
01-03-2025,Karnataka,Vijayapura,586120,125,137
01-03-2025,Karnataka,Kalaburagi,585308,25,77
01-03-2025,Karnataka,Haveri,581210,54,139
01-03-2025,Karnataka,Mysuru,570015,14,95
01-03-2025,Karnataka,Mysore,571101,35,134
01-03-2025,Karnataka,Belgaum,591136,26,64
01-03-2025,Karnataka,Bellary,583221,14,39
01-03-2025,Karnataka,Chikkamagaluru,577126,41,106
01-03-2025,Karnataka,Bengaluru,560058,103,578
01-03-2025,Karnataka,Hassan,573101,27,48
01-03-2025,Karnataka,Bengaluru,560079,83,513
01-03-2025,Karnataka,Hassan,573162,18,50
01-03-2025,Karnataka,Koppal,583281,108,368
01-03-2025,Karnataka,Hassan,573218,12,92
01-03-2025,Karnataka,Bangalore,562107,22,167
01-03-2025,Karnataka,Mysuru,570007,33,242
01-03-2025,Karnataka,Uttara Kannada,581347,13,90
01-03-2025,Karnataka,Bijapur,586215,102,176
01-03-2025,Karnataka,Vijayapura,586109,55,155
01-03-2025,Karnataka,Vijayapura,586213,87,161
01-03-2025,Karnataka,Belgaum,591239,13,52
01-03-2025,Karnataka,Bagalkot,587117,197,201
01-03-2025,Karnataka,Belagavi,590006,32,292
01-03-2025,Karnataka,Dharwad,580005,52,79
01-03-2025,Karnataka,Dakshina Kannada,575008,24,178
01-03-2025,Karnataka,Bellary,583122,15,89
01-03-2025,Karnataka,Chikkamagaluru,577146,15,39
01-03-2025,Karnataka,Chikkaballapur,562105,84,766
01-03-2025,Karnataka,Bengaluru,560026,149,618
01-03-2025,Karnataka,Yadgir,585290,128,410
01-03-2025,Karnataka,Haveri,581213,212,197
01-03-2025,Karnataka,Kalaburagi,585218,28,106
01-03-2025,Karnataka,Dakshina Kannada,574198,14,99
01-03-2025,Karnataka,Dakshina Kannada,574239,56,258
01-03-2025,Karnataka,Hassan,573131,69,196
01-03-2025,Karnataka,Mysore,570019,20,250
01-03-2025,Karnataka,Chikkaballapur,561208,75,424
01-03-2025,Karnataka,Dakshina Kannada,574212,41,150
01-03-2025,Karnataka,Belgaum,591238,14,40
01-03-2025,Karnataka,Raichur,584203,15,116
01-03-2025,Karnataka,Gadag,582117,207,144
01-03-2025,Karnataka,Tumakuru,572113,15,60
01-03-2025,Karnataka,Mysuru,570022,12,137
01-03-2025,Karnataka,Bagalkot,587312,280,420
01-03-2025,Karnataka,Bengaluru,560013,35,198
01-04-2025,Karnataka,Bengaluru,560043,171,1264
01-04-2025,Karnataka,Davangere,577002,60,338
01-04-2025,Karnataka,Mandya,571401,62,466
01-04-2025,Karnataka,Ballari,583121,48,205
01-04-2025,Karnataka,Chitradurga,577522,81,572
01-04-2025,Karnataka,Davangere,577004,269,720
01-04-2025,Karnataka,Davangere,577006,48,262
01-04-2025,Karnataka,Bengaluru,560099,124,636
01-04-2025,Karnataka,Bengaluru,560097,83,751
01-04-2025,Karnataka,Dharwad,580007,91,375
01-04-2025,Karnataka,Uttara Kannada,581320,93,426
01-04-2025,Karnataka,Mysuru,570008,57,356
01-04-2025,Karnataka,Bengaluru,560058,81,580
01-04-2025,Karnataka,Raichur,584128,153,862
01-04-2025,Karnataka,Chitradurga,577527,60,475
01-04-2025,Karnataka,Koppal,583231,117,290
01-04-2025,Karnataka,Mysuru,571105,38,268
01-04-2025,Karnataka,Bengaluru,560068,199,1403
01-04-2025,Karnataka,Bengaluru,560026,118,553
01-03-2025,Karnataka,Belgaum,591304,297,370
01-03-2025,Karnataka,Bangalore Rural,562110,111,878
01-03-2025,Karnataka,Belagavi,591128,25,65
01-03-2025,Karnataka,Bidar,585401,171,546
01-03-2025,Karnataka,Shivamogga,577216,94,74
01-03-2025,Karnataka,Ballari,583129,16,96
01-03-2025,Karnataka,Tumakuru,572118,32,87
01-03-2025,Karnataka,Tumakuru,572105,13,104
01-03-2025,Karnataka,Haveri,581193,82,101
01-03-2025,Karnataka,Uttara Kannada,581316,14,74
01-03-2025,Karnataka,Vijayapura,586103,95,174
01-03-2025,Karnataka,Hassan,573141,10,34
01-03-2025,Karnataka,Dakshina Kannada,574146,15,163
01-03-2025,Karnataka,Chickmagalur,577175,10,29
01-03-2025,Karnataka,Mandya,571415,21,196
01-03-2025,Karnataka,Chikkaballapur,563124,29,295
01-03-2025,Karnataka,Vijayapura,586127,137,137
01-03-2025,Karnataka,Dakshina Kannada,574328,22,179
01-03-2025,Karnataka,Gulbarga,585325,34,127
01-03-2025,Karnataka,Davangere,577215,18,121
01-03-2025,Karnataka,Tumkur,572130,10,186
01-03-2025,Karnataka,Davangere,577225,23,70
01-03-2025,Karnataka,Belagavi,590010,78,272
01-03-2025,Karnataka,Chitradurga,577515,21,109
01-03-2025,Karnataka,Bangalore,560032,17,270
01-03-2025,Karnataka,Yadgir,585291,98,193
01-03-2025,Karnataka,Vijayapura,586119,61,58
01-03-2025,Karnataka,Bijapur,586202,50,138
01-03-2025,Karnataka,Tumkur,572228,32,39
01-03-2025,Karnataka,Bengaluru,560015,35,160
01-03-2025,Karnataka,Udupi,576234,18,117
01-03-2025,Karnataka,Bagalkot,587111,92,241
01-03-2025,Karnataka,Dakshina Kannada,574253,23,124
01-03-2025,Karnataka,Ramanagar,561201,16,99
01-03-2025,Karnataka,Bengaluru,560087,91,621
01-03-2025,Karnataka,Dakshina Kannada,574222,13,124
01-03-2025,Karnataka,Dakshina Kannada,574323,35,179
01-03-2025,Karnataka,Hasan,573103,17,142
01-03-2025,Karnataka,Dharwad,580031,48,204
01-03-2025,Karnataka,Koppal,583234,46,213
01-03-2025,Karnataka,Tumakuru,572227,32,154
01-03-2025,Karnataka,Gulbarga,585318,15,114
01-03-2025,Karnataka,Vijayapura,586210,77,65
01-03-2025,Karnataka,Bengaluru,560022,82,340
01-03-2025,Karnataka,Belgaum,591303,133,160
01-03-2025,Karnataka,Bangalore,560023,20,206
01-03-2025,Karnataka,Dharwad,580025,75,257
01-03-2025,Karnataka,Bijapur,586127,93,113
01-03-2025,Karnataka,Raichur,584128,183,1024
01-03-2025,Karnataka,Gulbarga,585228,38,126
01-03-2025,Karnataka,Hassan,573111,50,140
01-03-2025,Karnataka,Chikkaballapur,561209,21,197
01-03-2025,Karnataka,Koppal,583268,38,160
01-03-2025,Karnataka,Bengaluru,560043,155,1401
01-03-2025,Karnataka,Hassan,573103,106,413
01-03-2025,Karnataka,Belgaum,591310,79,167
01-03-2025,Karnataka,Chitradurga,577519,23,165
01-03-2025,Karnataka,Shimoga,577401,23,242
01-03-2025,Karnataka,Vijayapura,586111,33,59
01-03-2025,Karnataka,Udupi,576257,10,59
01-03-2025,Karnataka,Bangalore,560067,15,126
01-03-2025,Karnataka,Belgaum,591123,86,254
01-03-2025,Karnataka,Bagalkot *,587201,10,33
01-03-2025,Karnataka,Bangalore,562125,19,149
01-03-2025,Karnataka,Mysuru,571125,10,58
01-03-2025,Karnataka,Uttara Kannada,581331,16,37
01-03-2025,Karnataka,Belgaum,591305,143,127
01-03-2025,Karnataka,Dakshina Kannada,574233,14,90
01-04-2025,Karnataka,Dharwad,580008,54,291
01-04-2025,Karnataka,Bengaluru,560073,127,822
01-04-2025,Karnataka,Udupi,576228,31,124
01-04-2025,Karnataka,Hassan,573103,58,319
01-04-2025,Karnataka,Vijayapura,586101,73,367
01-04-2025,Karnataka,Kalaburagi,585310,78,303
01-04-2025,Karnataka,Bengaluru,560056,89,452
01-05-2025,Karnataka,Chitradurga,577501,182,842
01-05-2025,Karnataka,Bengaluru,560035,93,638
01-05-2025,Karnataka,Chikkaballapur,562101,156,661
01-05-2025,Karnataka,Haveri,581110,181,584
01-05-2025,Karnataka,Chikkaballapur,561208,105,451
01-05-2025,Karnataka,Bagalkot,587311,81,295
01-05-2025,Karnataka,Mandya,571401,109,756
01-05-2025,Karnataka,Ramanagar,562120,50,302
01-05-2025,Karnataka,Chitradurga,577526,43,234
01-05-2025,Karnataka,Kolar,563130,108,591
01-05-2025,Karnataka,Chitradurga,577522,144,693
01-05-2025,Karnataka,Gadag,582112,132,317
01-05-2025,Karnataka,Bangalore Rural,562110,100,813
01-05-2025,Karnataka,Bengaluru,562106,99,402
01-05-2025,Karnataka,Kalaburagi,585310,119,368
01-05-2025,Karnataka,Bengaluru,560016,175,936
01-05-2025,Karnataka,Bengaluru,560049,156,840
01-05-2025,Karnataka,Vijayapura,586101,125,470
01-05-2025,Karnataka,Bengaluru,560077,148,1051
01-06-2025,Karnataka,Gadag,582209,144,351
01-06-2025,Karnataka,Bagalkot,587311,104,412
01-06-2025,Karnataka,Ballari,583132,46,180
01-06-2025,Karnataka,Koppal,583228,128,361
01-06-2025,Karnataka,Tumakuru,572130,57,308
01-06-2025,Karnataka,Kolar,563101,279,1513
01-06-2025,Karnataka,Bidar,585328,111,488
01-06-2025,Karnataka,Bengaluru,560035,84,641
01-06-2025,Karnataka,Hassan,573211,135,538
01-06-2025,Karnataka,Yadgir,585201,96,184
01-06-2025,Karnataka,Mysuru,570019,138,850
01-06-2025,Karnataka,Raichur,584143,115,363
01-06-2025,Karnataka,Bengaluru,560032,143,1025
01-06-2025,Karnataka,Mysuru,571114,48,197
01-06-2025,Karnataka,Davangere,577001,123,548
01-06-2025,Karnataka,Bengaluru,560068,209,1625
01-06-2025,Karnataka,Gadag,582103,173,479
01-06-2025,Karnataka,Bengaluru,560058,123,633
01-06-2025,Karnataka,Chitradurga,577522,139,833
01-06-2025,Karnataka,Bengaluru,560091,220,1402
01-06-2025,Karnataka,Bengaluru,560097,93,747
01-06-2025,Karnataka,Chitradurga,577501,122,825
01-06-2025,Karnataka,Ballari,583102,115,449
01-06-2025,Karnataka,Tumakuru,572201,99,389
01-06-2025,Karnataka,Bagalkot,587206,149,348
01-06-2025,Karnataka,Chitradurga,577533,37,196
01-06-2025,Karnataka,Chitradurga,577520,43,286
01-06-2025,Karnataka,Vijayapura,586104,101,323
01-06-2025,Karnataka,Chikkaballapur,562105,130,834
01-07-2025,Karnataka,Bengaluru,560016,164,1022
01-07-2025,Karnataka,Dakshina Kannada,575020,113,375
01-07-2025,Karnataka,Koppal,583228,86,300
01-07-2025,Karnataka,Koppal,583237,160,567
01-07-2025,Karnataka,Koppal,583227,175,765
01-07-2025,Karnataka,Kolar,563114,87,523
01-07-2025,Karnataka,Bangalore Rural,562114,148,912
01-07-2025,Karnataka,Bengaluru,560078,113,1206
01-07-2025,Karnataka,Chitradurga,577520,35,333
01-07-2025,Karnataka,Raichur,584101,107,777
01-07-2025,Karnataka,Bidar,585403,135,774
01-07-2025,Karnataka,Bengaluru,560045,177,1221
01-07-2025,Karnataka,Bengaluru,560043,192,1583
01-07-2025,Karnataka,Chikkamagaluru,577101,88,369
01-07-2025,Karnataka,Koppal,583231,166,547
01-07-2025,Karnataka,Haveri,581210,142,843
01-03-2025,Karnataka,Bangalore Rural,562123,126,872
01-03-2025,Karnataka,Mysore,571602,12,227
01-03-2025,Karnataka,Shimoga,577222,12,137
01-03-2025,Karnataka,Belgaum,591230,80,110
01-03-2025,Karnataka,Davangere,577512,14,96
01-03-2025,Karnataka,Bellary,583115,41,371
01-03-2025,Karnataka,Bengaluru,560070,42,406
01-03-2025,Karnataka,Belagavi,591304,283,403
01-03-2025,Karnataka,Kalaburagi,585105,40,221
01-03-2025,Karnataka,Dharwad,581201,84,167
01-03-2025,Karnataka,Chitradurga,577526,42,299
01-03-2025,Karnataka,Bangalore,560090,10,96
01-03-2025,Karnataka,Vijayanagara,583218,15,105
01-03-2025,Karnataka,Mysore,571124,28,151
01-03-2025,Karnataka,Tumkur,572123,17,123
01-03-2025,Karnataka,Tumkur,572122,10,21
01-07-2025,Karnataka,Mandya,571428,31,234
01-07-2025,Karnataka,Raichur,584129,127,450
01-07-2025,Karnataka,Bengaluru,560032,163,1199
01-07-2025,Karnataka,Mysuru,570019,131,866
01-07-2025,Karnataka,Vijayapura,586104,85,414
01-07-2025,Karnataka,Bagalkot,587301,215,866
01-07-2025,Karnataka,Uttara Kannada,581320,101,581
01-07-2025,Karnataka,Chikkaballapur,562105,85,774
01-07-2025,Karnataka,Bengaluru,560061,110,888
01-09-2025,Karnataka,Bagalkot,586113,0,1
01-09-2025,Karnataka,Bagalkot,587111,0,6
01-09-2025,Karnataka,Bagalkot,587117,6,11
01-09-2025,Karnataka,Bagalkot,587119,6,18
01-09-2025,Karnataka,Bagalkot,587124,0,11
01-09-2025,Karnataka,Bagalkot,587315,2,13
01-09-2025,Karnataka,Bagalkot *,587201,0,1
01-09-2025,Karnataka,Bagalkot *,587301,0,4
01-09-2025,Karnataka,Ballari,583111,1,1
01-09-2025,Karnataka,Ballari,583115,2,1
01-09-2025,Karnataka,Ballari,583116,1,1
01-09-2025,Karnataka,Ballari,583120,0,3
01-09-2025,Karnataka,Ballari,583126,0,3
01-09-2025,Karnataka,Ballari,583132,1,2
01-09-2025,Karnataka,Ballari,583136,1,1
01-09-2025,Karnataka,Ballari,583216,0,2
01-09-2025,Karnataka,Ballari,583275,0,1
01-09-2025,Karnataka,Bangalore,560010,0,5
01-09-2025,Karnataka,Bangalore,560014,0,1
01-09-2025,Karnataka,Bangalore,560019,1,3
01-09-2025,Karnataka,Bangalore,560024,0,5
01-09-2025,Karnataka,Bangalore,560025,0,2
01-09-2025,Karnataka,Bangalore,560032,0,13
01-09-2025,Karnataka,Bangalore,560035,0,4
01-09-2025,Karnataka,Bangalore,560039,0,2
01-09-2025,Karnataka,Bangalore,560046,0,3
01-09-2025,Karnataka,Bangalore,560048,0,4
01-09-2025,Karnataka,Bangalore,560051,0,3
01-09-2025,Karnataka,Bangalore,560067,0,4
01-09-2025,Karnataka,Bangalore,560072,0,7
01-09-2025,Karnataka,Bangalore,560078,0,13
01-09-2025,Karnataka,Bangalore,560105,0,4
01-09-2025,Karnataka,Bangalore,562106,1,9
01-09-2025,Karnataka,Bangalore Rural,560049,1,4
01-09-2025,Karnataka,Bangalore Rural,560067,1,17
01-09-2025,Karnataka,Bangalore Rural,560087,0,2
01-09-2025,Karnataka,Bangalore Rural,562132,0,8
01-09-2025,Karnataka,Bangalore Rural,562149,0,1
01-09-2025,Karnataka,Belagavi,590014,0,3
01-09-2025,Karnataka,Belagavi,591106,0,7
01-09-2025,Karnataka,Belagavi,591107,0,1
01-09-2025,Karnataka,Belagavi,591126,2,8
01-09-2025,Karnataka,Belagavi,591147,0,2
01-09-2025,Karnataka,Belagavi,591153,1,3
01-09-2025,Karnataka,Belagavi,591211,0,3
01-09-2025,Karnataka,Belagavi,591222,1,3
01-09-2025,Karnataka,Belagavi,591226,1,2
01-09-2025,Karnataka,Belagavi,591238,0,2
01-09-2025,Karnataka,Belagavi,591287,0,1
01-09-2025,Karnataka,Belagavi,591312,0,4
01-09-2025,Karnataka,Belgaum,590003,0,10
01-09-2025,Karnataka,Belgaum,590011,0,1
01-09-2025,Karnataka,Belgaum,591101,0,3
01-09-2025,Karnataka,Belgaum,591106,0,1
01-09-2025,Karnataka,Belgaum,591120,0,4
01-09-2025,Karnataka,Belgaum,591127,0,5
01-09-2025,Karnataka,Belgaum,591217,0,4
01-09-2025,Karnataka,Belgaum,591223,0,4
01-09-2025,Karnataka,Belgaum,591226,1,6
01-09-2025,Karnataka,Belgaum,591230,0,2
01-09-2025,Karnataka,Belgaum,591234,0,3
01-09-2025,Karnataka,Belgaum,591304,2,20
01-09-2025,Karnataka,Belgaum,591312,0,11
01-09-2025,Karnataka,Bellary,583102,0,12
01-09-2025,Karnataka,Bellary,583123,1,9
01-09-2025,Karnataka,Bellary,583129,0,7
01-09-2025,Karnataka,Bellary,583201,0,11
01-09-2025,Karnataka,Bellary,583216,0,7
01-09-2025,Karnataka,Bellary,583217,0,6
01-09-2025,Karnataka,Bellary,583219,1,13
01-09-2025,Karnataka,Bellary,583222,1,16
01-09-2025,Karnataka,Bengaluru,560003,1,7
01-09-2025,Karnataka,Bengaluru,560010,0,16
01-09-2025,Karnataka,Bengaluru,560011,1,4
01-09-2025,Karnataka,Bengaluru,560014,0,1
01-09-2025,Karnataka,Bengaluru,560015,0,3
01-09-2025,Karnataka,Bengaluru,560018,0,7
01-09-2025,Karnataka,Bengaluru,560025,0,2
01-09-2025,Karnataka,Bengaluru,560043,2,37
01-09-2025,Karnataka,Bengaluru,560054,0,6
01-09-2025,Karnataka,Bengaluru,560061,1,23
01-09-2025,Karnataka,Bengaluru,560066,0,29
01-09-2025,Karnataka,Bengaluru,560071,0,2
01-09-2025,Karnataka,Bengaluru,560072,1,14
01-09-2025,Karnataka,Bengaluru,560073,1,24
01-09-2025,Karnataka,Bengaluru,560074,1,5
01-09-2025,Karnataka,Bengaluru,560076,8,44
01-09-2025,Karnataka,Bengaluru,560077,3,26
01-09-2025,Karnataka,Bengaluru,560081,1,1
01-09-2025,Karnataka,Bengaluru,560083,3,24
01-09-2025,Karnataka,Bengaluru,560088,0,2
01-09-2025,Karnataka,Bengaluru,560098,1,11
01-09-2025,Karnataka,Bengaluru,560108,1,3
01-09-2025,Karnataka,Bengaluru,560110,1,4
01-09-2025,Karnataka,Bengaluru,560111,0,1
01-09-2025,Karnataka,Bengaluru,560114,0,2
01-09-2025,Karnataka,Bengaluru,562123,2,9
01-09-2025,Karnataka,Bengaluru,562162,1,4
01-09-2025,Karnataka,Bengaluru South,562127,0,3
01-09-2025,Karnataka,Bidar,585326,1,18
01-09-2025,Karnataka,Bidar,585330,1,13
01-09-2025,Karnataka,Bidar,585412,0,16
01-09-2025,Karnataka,Bidar,585414,2,7
01-09-2025,Karnataka,Bidar,585443,1,4
01-09-2025,Karnataka,Bijapur,586101,0,29
01-09-2025,Karnataka,Bijapur,586113,1,9
01-09-2025,Karnataka,Bijapur,586117,0,7
01-09-2025,Karnataka,Bijapur,586121,1,6
01-09-2025,Karnataka,Bijapur,586127,1,8
01-09-2025,Karnataka,Bijapur,586201,0,6
01-09-2025,Karnataka,Bijapur,586205,1,8
01-09-2025,Karnataka,Bijapur,586207,0,1
01-09-2025,Karnataka,Bijapur,586211,0,5
01-09-2025,Karnataka,Bijapur,586216,0,3
01-09-2025,Karnataka,Chamarajanagar,571313,1,4
01-09-2025,Karnataka,Chamarajanagar,571442,0,1
01-09-2025,Karnataka,Chamrajanagar,571441,1,11
01-09-2025,Karnataka,Chamrajanagar,571443,2,7
01-09-2025,Karnataka,Chamrajanagar,571490,0,4
01-09-2025,Karnataka,Chamrajnagar,571126,0,1
01-09-2025,Karnataka,Chamrajnagar,571316,0,1
01-09-2025,Karnataka,Chamrajnagar,571439,0,1
01-09-2025,Karnataka,Chickmagalur,577102,0,1
01-09-2025,Karnataka,Chickmagalur,577122,0,4
01-09-2025,Karnataka,Chickmagalur,577146,0,9
01-09-2025,Karnataka,Chickmagalur,577160,0,2
01-09-2025,Karnataka,Chickmagalur,577180,0,1
01-09-2025,Karnataka,Chickmagalur,577550,0,4
01-09-2025,Karnataka,Chikkaballapur,561212,0,8
01-09-2025,Karnataka,Chikkaballapur,562103,1,12
01-09-2025,Karnataka,Chikkamagaluru,577129,0,1
01-09-2025,Karnataka,Chikkamagaluru,577132,0,1
01-09-2025,Karnataka,Chikkamagaluru,577134,0,3
01-09-2025,Karnataka,Chikkamagaluru,577136,0,1
01-09-2025,Karnataka,Chikkamagaluru,577138,0,4
01-09-2025,Karnataka,Chikkamagaluru,577139,0,3
