date,state,district,pincode,demo_age_5_17,demo_age_17_
11-09-2025,Tamil Nadu,Salem,636014,1,7
11-09-2025,Tamil Nadu,Salem,636017,0,1
11-09-2025,Tamil Nadu,Salem,636109,5,3
11-09-2025,Tamil Nadu,Salem,636111,1,17
11-09-2025,Tamil Nadu,Salem,636115,6,24
11-09-2025,Tamil Nadu,Salem,636119,0,3
11-09-2025,Tamil Nadu,Salem,636303,1,15
11-09-2025,Tamil Nadu,Salem,636305,2,22
11-09-2025,Tamil Nadu,Salem,636306,6,16
11-09-2025,Tamil Nadu,Salem,636402,0,2
11-09-2025,Tamil Nadu,Salem,636454,0,1
11-09-2025,Tamil Nadu,Salem,636456,1,1
11-09-2025,Tamil Nadu,Salem,637102,2,19
11-09-2025,Tamil Nadu,Salem,637105,3,4
11-09-2025,Tamil Nadu,Salem,637304,0,3
11-09-2025,Tamil Nadu,Salem,637501,4,11
11-09-2025,Tamil Nadu,Sivaganga,621314,0,1
11-09-2025,Tamil Nadu,Sivaganga,630002,8,13
11-09-2025,Tamil Nadu,Sivaganga,630101,1,0
11-09-2025,Tamil Nadu,Sivaganga,630104,1,0
11-09-2025,Tamil Nadu,Sivaganga,630106,1,2
11-09-2025,Tamil Nadu,Sivaganga,630202,2,6
11-09-2025,Tamil Nadu,Sivaganga,630205,0,4
11-09-2025,Tamil Nadu,Sivaganga,630206,1,2
11-09-2025,Tamil Nadu,Sivaganga,630309,0,7
11-09-2025,Tamil Nadu,Sivaganga,630311,3,2
11-09-2025,Tamil Nadu,Sivaganga,630312,0,2
11-09-2025,Tamil Nadu,Sivaganga,630502,0,14
11-09-2025,Tamil Nadu,Sivaganga,630551,3,11
11-09-2025,Tamil Nadu,Sivaganga,630562,5,15
11-09-2025,Tamil Nadu,Sivaganga,630609,1,2
11-09-2025,Tamil Nadu,Sivaganga,630611,1,4
11-09-2025,Tamil Nadu,Tenkasi,627713,0,2
11-09-2025,Tamil Nadu,Tenkasi,627857,2,4
11-09-2025,Tamil Nadu,Tenkasi,627860,0,3
11-09-2025,Tamil Nadu,Tenkasi,627862,2,1
11-09-2025,Tamil Nadu,Thanjavur,612103,4,2
11-09-2025,Tamil Nadu,Thanjavur,612105,0,2
11-09-2025,Tamil Nadu,Thanjavur,612204,2,0
11-09-2025,Tamil Nadu,Thanjavur,613001,7,22
11-09-2025,Tamil Nadu,Thanjavur,613103,3,4
11-09-2025,Tamil Nadu,Thanjavur,613104,4,9
11-09-2025,Tamil Nadu,Thanjavur,613201,1,3
11-09-2025,Tamil Nadu,Thanjavur,613203,1,1
11-09-2025,Tamil Nadu,Thanjavur,613501,2,10
11-09-2025,Tamil Nadu,Thanjavur,614017,0,1
11-09-2025,Tamil Nadu,Thanjavur,614019,1,6
11-09-2025,Tamil Nadu,Thanjavur,614206,2,10
11-09-2025,Tamil Nadu,Thanjavur,614208,0,3
11-09-2025,Tamil Nadu,Thanjavur,614211,2,11
11-09-2025,Tamil Nadu,Thanjavur,614625,2,8
11-09-2025,Tamil Nadu,Thanjavur,614723,1,1
11-09-2025,Tamil Nadu,The Nilgiris,643003,0,4
11-09-2025,Tamil Nadu,The Nilgiris,643005,0,2
11-09-2025,Tamil Nadu,The Nilgiris,643102,1,5
11-09-2025,Tamil Nadu,The Nilgiris,643209,0,4
11-09-2025,Tamil Nadu,The Nilgiris,643221,0,6
11-09-2025,Tamil Nadu,The Nilgiris,643225,0,1
11-09-2025,Tamil Nadu,The Nilgiris,643238,0,2
11-09-2025,Tamil Nadu,Theni,625203,1,17
11-09-2025,Tamil Nadu,Theni,625512,10,24
11-09-2025,Tamil Nadu,Theni,625518,4,21
11-09-2025,Tamil Nadu,Theni,625520,4,5
11-09-2025,Tamil Nadu,Theni,625536,1,2
11-09-2025,Tamil Nadu,Theni,625603,2,1
11-09-2025,Tamil Nadu,Thiruvallur,601201,0,1
11-09-2025,Tamil Nadu,Thiruvarur,609403,1,14
11-09-2025,Tamil Nadu,Thiruvarur,609501,3,6
11-09-2025,Tamil Nadu,Thiruvarur,610103,0,1
11-09-2025,Tamil Nadu,Thiruvarur,610105,2,13
11-09-2025,Tamil Nadu,Thiruvarur,610205,1,1
11-09-2025,Tamil Nadu,Thiruvarur,612803,0,6
11-09-2025,Tamil Nadu,Thiruvarur,614302,0,3
11-09-2025,Tamil Nadu,Thiruvarur,614705,0,6
11-09-2025,Tamil Nadu,Thiruvarur,614706,0,7
11-09-2025,Tamil Nadu,Thiruvarur,614713,1,6
11-09-2025,Tamil Nadu,Thoothukkudi,628202,1,4
11-09-2025,Tamil Nadu,Thoothukkudi,628215,0,5
11-09-2025,Tamil Nadu,Thoothukkudi,628218,0,1
11-09-2025,Tamil Nadu,Thoothukkudi,628252,0,1
11-09-2025,Tamil Nadu,Thoothukkudi,628303,2,1
11-09-2025,Tamil Nadu,Thoothukkudi,628501,9,21
11-09-2025,Tamil Nadu,Thoothukkudi,628620,1,1
11-09-2025,Tamil Nadu,Thoothukkudi,628621,0,1
11-09-2025,Tamil Nadu,Thoothukkudi,628702,0,4
11-09-2025,Tamil Nadu,Thoothukkudi,628721,3,6
11-09-2025,Tamil Nadu,Thoothukkudi,628753,1,1
11-09-2025,Tamil Nadu,Thoothukkudi,628802,0,3
11-09-2025,Tamil Nadu,Thoothukkudi,628809,1,2
11-09-2025,Tamil Nadu,Thoothukkudi,628903,1,7
11-09-2025,Tamil Nadu,Thoothukkudi,628952,0,8
11-09-2025,Tamil Nadu,Tiruchirappalli,620003,2,14
11-09-2025,Tamil Nadu,Tiruchirappalli,620008,2,11
11-09-2025,Tamil Nadu,Tiruchirappalli,620018,1,1
11-09-2025,Tamil Nadu,Tiruchirappalli,620026,1,2
11-09-2025,Tamil Nadu,Tiruchirappalli,621001,1,3
11-09-2025,Tamil Nadu,Tiruchirappalli,621014,0,5
11-09-2025,Tamil Nadu,Tiruchirappalli,621202,0,4
11-09-2025,Tamil Nadu,Tiruchirappalli,621204,0,3
11-09-2025,Tamil Nadu,Tiruchirappalli,621208,0,6
11-09-2025,Tamil Nadu,Tiruchirappalli,621652,1,1
11-09-2025,Tamil Nadu,Tiruchirappalli,621706,0,1
11-09-2025,Tamil Nadu,Tiruchirappalli,639101,0,1
11-09-2025,Tamil Nadu,Tirunelveli,627002,6,12
11-09-2025,Tamil Nadu,Tirunelveli,627005,7,17
11-09-2025,Tamil Nadu,Tirunelveli,627007,4,13
11-09-2025,Tamil Nadu,Tirunelveli,627009,1,0
11-09-2025,Tamil Nadu,Tirunelveli,627011,7,19
11-09-2025,Tamil Nadu,Tirunelveli,627012,3,0
11-09-2025,Tamil Nadu,Tirunelveli,627107,5,3
11-09-2025,Tamil Nadu,Tirunelveli,627110,1,4
11-09-2025,Tamil Nadu,Tirunelveli,627120,2,3
11-09-2025,Tamil Nadu,Tirunelveli,627351,2,6
11-09-2025,Tamil Nadu,Tirunelveli,627355,0,2
11-09-2025,Tamil Nadu,Tirunelveli,627414,1,5
11-09-2025,Tamil Nadu,Tirunelveli,627453,1,8
11-09-2025,Tamil Nadu,Tirunelveli,627601,1,2
11-09-2025,Tamil Nadu,Tirunelveli,627654,0,2
11-09-2025,Tamil Nadu,Tirunelveli,627657,2,12
11-09-2025,Tamil Nadu,Tirunelveli,627751,7,24
11-09-2025,Tamil Nadu,Tirunelveli,627753,1,5
11-09-2025,Tamil Nadu,Tirunelveli,627757,0,5
11-09-2025,Tamil Nadu,Tirunelveli,627759,0,3
11-09-2025,Tamil Nadu,Tirunelveli,627760,0,7
11-09-2025,Tamil Nadu,Tirunelveli,627804,1,2
11-09-2025,Tamil Nadu,Tirunelveli,627805,2,8
11-09-2025,Tamil Nadu,Tirunelveli,627810,2,5
11-09-2025,Tamil Nadu,Tirunelveli,627854,0,4
11-09-2025,Tamil Nadu,Tirunelveli,627860,0,7
11-09-2025,Tamil Nadu,Tirunelveli,627951,0,6
11-09-2025,Tamil Nadu,Tirunelveli,627953,2,4
11-09-2025,Tamil Nadu,Tirupattur,635601,0,10
11-09-2025,Tamil Nadu,Tirupattur,635652,0,1
11-09-2025,Tamil Nadu,Tirupattur,635653,1,2
11-09-2025,Tamil Nadu,Tirupattur,635851,0,4
11-09-2025,Tamil Nadu,Tirupattur,635901,0,2
11-09-2025,Tamil Nadu,Tiruppur,638056,0,2
11-09-2025,Tamil Nadu,Tiruppur,638103,2,9
11-09-2025,Tamil Nadu,Tiruppur,638812,0,4
11-09-2025,Tamil Nadu,Tiruppur,639202,0,3
11-09-2025,Tamil Nadu,Tiruppur,641666,7,33
11-09-2025,Tamil Nadu,Tiruppur,641667,1,8
11-09-2025,Tamil Nadu,Tiruppur,642201,1,17
11-09-2025,Tamil Nadu,Tiruppur,642203,2,8
11-09-2025,Tamil Nadu,Tiruvallur,600037,7,31
11-09-2025,Tamil Nadu,Tiruvallur,600049,3,33
11-09-2025,Tamil Nadu,Tiruvallur,600055,1,11
11-09-2025,Tamil Nadu,Tiruvallur,600062,6,37
11-09-2025,Tamil Nadu,Tiruvallur,600066,0,14
11-09-2025,Tamil Nadu,Tiruvallur,600076,5,12
11-09-2025,Tamil Nadu,Tiruvallur,600110,3,12
11-09-2025,Tamil Nadu,Tiruvallur,601202,0,13
11-09-2025,Tamil Nadu,Tiruvallur,601204,3,21
11-09-2025,Tamil Nadu,Tiruvallur,601205,0,1
11-09-2025,Tamil Nadu,Tiruvallur,602001,1,18
11-09-2025,Tamil Nadu,Tiruvallur,602023,0,9
11-09-2025,Tamil Nadu,Tiruvallur,602024,5,51
11-09-2025,Tamil Nadu,Tiruvallur,631208,2,11
11-09-2025,Tamil Nadu,Tiruvallur,631210,2,9
11-09-2025,Tamil Nadu,Tiruvallur,631303,1,7
11-09-2025,Tamil Nadu,Tiruvannamalai,604402,2,4
11-09-2025,Tamil Nadu,Tiruvannamalai,606601,19,29
11-09-2025,Tamil Nadu,Tiruvannamalai,606603,4,20
11-09-2025,Tamil Nadu,Tiruvannamalai,606701,3,9
11-09-2025,Tamil Nadu,Tiruvannamalai,606703,4,11
11-09-2025,Tamil Nadu,Tiruvannamalai,606804,0,11
11-09-2025,Tamil Nadu,Tiruvannamalai,632311,2,11
11-09-2025,Tamil Nadu,Tiruvannamalai,632312,0,3
11-09-2025,Tamil Nadu,Tiruvannamalai,632314,0,7
11-09-2025,Tamil Nadu,Tiruvannamalai,632315,0,9
11-09-2025,Tamil Nadu,Tiruvannamalai,632326,1,3
11-09-2025,Tamil Nadu,Tiruvannamalai,632511,1,13
11-09-2025,Tamil Nadu,Tiruvannamalai,635703,1,11
11-09-2025,Tamil Nadu,Vellore,631001,0,6
11-09-2025,Tamil Nadu,Vellore,631002,1,14
11-09-2025,Tamil Nadu,Vellore,631051,2,8
11-09-2025,Tamil Nadu,Vellore,632004,0,6
11-09-2025,Tamil Nadu,Vellore,632008,2,9
11-09-2025,Tamil Nadu,Vellore,632057,0,4
11-09-2025,Tamil Nadu,Vellore,632106,0,7
11-09-2025,Tamil Nadu,Vellore,632114,4,4
11-09-2025,Tamil Nadu,Vellore,632201,0,1
11-09-2025,Tamil Nadu,Vellore,632311,0,4
11-09-2025,Tamil Nadu,Vellore,632319,0,5
11-09-2025,Tamil Nadu,Vellore,632406,1,5
11-09-2025,Tamil Nadu,Vellore,632510,1,4
11-09-2025,Tamil Nadu,Vellore,632511,1,3
11-09-2025,Tamil Nadu,Vellore,632513,1,24
11-09-2025,Tamil Nadu,Vellore,632514,2,8
11-09-2025,Tamil Nadu,Vellore,635654,1,8
11-09-2025,Tamil Nadu,Vellore,635655,3,6
11-09-2025,Tamil Nadu,Vellore,635806,0,9
11-09-2025,Tamil Nadu,Vellore,635815,0,4
11-09-2025,Tamil Nadu,Villupuram,604206,3,3
11-09-2025,Tamil Nadu,Villupuram,604301,0,2
11-09-2025,Tamil Nadu,Villupuram,604302,1,6
11-09-2025,Tamil Nadu,Villupuram,605109,1,0
11-09-2025,Tamil Nadu,Villupuram,605301,3,8
11-09-2025,Tamil Nadu,Villupuram,605401,3,3
11-09-2025,Tamil Nadu,Villupuram,605651,2,3
11-09-2025,Tamil Nadu,Villupuram,605758,1,7
11-09-2025,Tamil Nadu,Villupuram,606102,2,4
11-09-2025,Tamil Nadu,Villupuram,606301,1,5
11-09-2025,Tamil Nadu,Villupuram,606305,0,1
11-09-2025,Tamil Nadu,Villupuram,606402,2,3
11-09-2025,Tamil Nadu,Villupuram,607201,1,3
11-09-2025,Tamil Nadu,Villupuram,607209,0,3
11-09-2025,Tamil Nadu,Viluppuram,604101,0,1
11-09-2025,Tamil Nadu,Viluppuram,604152,1,4
11-09-2025,Tamil Nadu,Viluppuram,604207,1,7
11-09-2025,Tamil Nadu,Viluppuram,604208,1,1
11-09-2025,Tamil Nadu,Viluppuram,604304,1,4
11-09-2025,Tamil Nadu,Viluppuram,604307,0,5
11-09-2025,Tamil Nadu,Viluppuram,605202,0,6
11-09-2025,Tamil Nadu,Viluppuram,605203,3,1
11-09-2025,Tamil Nadu,Viluppuram,605302,0,3
11-09-2025,Tamil Nadu,Viluppuram,605652,0,8
11-09-2025,Tamil Nadu,Viluppuram,605702,0,8
11-09-2025,Tamil Nadu,Viluppuram,605751,0,9
11-09-2025,Tamil Nadu,Viluppuram,605756,0,1
11-09-2025,Tamil Nadu,Viluppuram,606104,0,2
11-09-2025,Tamil Nadu,Viluppuram,606402,0,7
11-09-2025,Tamil Nadu,Viluppuram,607204,0,4
11-09-2025,Tamil Nadu,Virudhunagar,626101,2,19
11-09-2025,Tamil Nadu,Virudhunagar,626103,1,2
11-09-2025,Tamil Nadu,Virudhunagar,626109,1,4
11-09-2025,Tamil Nadu,Virudhunagar,626119,0,5
11-09-2025,Tamil Nadu,Virudhunagar,626127,0,2
11-09-2025,Tamil Nadu,Virudhunagar,626136,2,2
11-09-2025,Tamil Nadu,Virudhunagar,626149,0,6
12-09-2025,Tamil Nadu,Ariyalur,608901,1,12
12-09-2025,Tamil Nadu,Ariyalur,612904,0,8
12-09-2025,Tamil Nadu,Ariyalur,621714,2,9
12-09-2025,Tamil Nadu,Ariyalur,621719,1,7
12-09-2025,Tamil Nadu,Ariyalur,621851,1,8
12-09-2025,Tamil Nadu,Chengalpattu,600130,4,11
12-09-2025,Tamil Nadu,Chengalpattu,603003,1,1
12-09-2025,Tamil Nadu,Chengalpattu,603004,0,3
12-09-2025,Tamil Nadu,Chengalpattu,603107,1,0
12-09-2025,Tamil Nadu,Chengalpattu,603127,0,1
12-09-2025,Tamil Nadu,Chengalpattu,603202,2,21
12-09-2025,Tamil Nadu,Chengalpattu,603304,0,1
12-09-2025,Tamil Nadu,Chennai,600004,3,20
12-09-2025,Tamil Nadu,Chennai,600023,2,26
12-09-2025,Tamil Nadu,Chennai,600024,3,24
12-09-2025,Tamil Nadu,Chennai,600032,3,13
12-09-2025,Tamil Nadu,Chennai,600035,0,6
12-09-2025,Tamil Nadu,Chennai,600040,5,15
12-09-2025,Tamil Nadu,Chennai,600041,5,28
12-09-2025,Tamil Nadu,Chennai,600042,16,31
12-09-2025,Tamil Nadu,Chennai,600060,0,3
12-09-2025,Tamil Nadu,Chennai,600066,0,4
12-09-2025,Tamil Nadu,Chennai,600068,0,5
12-09-2025,Tamil Nadu,Chennai,600081,8,51
12-09-2025,Tamil Nadu,Chennai,600083,2,12
12-09-2025,Tamil Nadu,Chennai,600097,1,15
12-09-2025,Tamil Nadu,Chennai,600113,0,5
12-09-2025,Tamil Nadu,Chennai,600117,0,5
12-09-2025,Tamil Nadu,Chennai,600118,5,49
12-09-2025,Tamil Nadu,Coimbatore,641003,0,2
12-09-2025,Tamil Nadu,Coimbatore,641004,3,14
12-09-2025,Tamil Nadu,Coimbatore,641006,5,39
12-09-2025,Tamil Nadu,Coimbatore,641009,0,2
12-09-2025,Tamil Nadu,Coimbatore,641016,1,23
12-09-2025,Tamil Nadu,Coimbatore,641017,3,20
12-09-2025,Tamil Nadu,Coimbatore,641030,3,8
12-09-2025,Tamil Nadu,Coimbatore,641039,0,7
12-09-2025,Tamil Nadu,Coimbatore,641041,4,16
12-09-2025,Tamil Nadu,Coimbatore,641042,0,11
12-09-2025,Tamil Nadu,Coimbatore,641043,0,6
12-09-2025,Tamil Nadu,Coimbatore,641101,1,6
12-09-2025,Tamil Nadu,Coimbatore,641110,1,14
12-09-2025,Tamil Nadu,Coimbatore,641201,0,8
12-09-2025,Tamil Nadu,Coimbatore,641305,0,6
12-09-2025,Tamil Nadu,Coimbatore,641659,6,12
12-09-2025,Tamil Nadu,Coimbatore,641668,3,10
12-09-2025,Tamil Nadu,Coimbatore,642004,1,6
12-09-2025,Tamil Nadu,Coimbatore,642101,0,11
12-09-2025,Tamil Nadu,Coimbatore,642109,3,14
12-09-2025,Tamil Nadu,Coimbatore,642117,0,1
12-09-2025,Tamil Nadu,Coimbatore,642133,0,1
12-09-2025,Tamil Nadu,Cuddalore,605106,1,1
12-09-2025,Tamil Nadu,Cuddalore,606106,1,14
12-09-2025,Tamil Nadu,Cuddalore,606110,6,5
12-09-2025,Tamil Nadu,Cuddalore,606203,0,2
12-09-2025,Tamil Nadu,Cuddalore,606301,1,3
12-09-2025,Tamil Nadu,Cuddalore,606303,2,7
12-09-2025,Tamil Nadu,Cuddalore,606304,6,15
12-09-2025,Tamil Nadu,Cuddalore,607103,2,14
12-09-2025,Tamil Nadu,Cuddalore,607302,8,19
12-09-2025,Tamil Nadu,Cuddalore,607308,10,8
12-09-2025,Tamil Nadu,Cuddalore,607402,0,1
12-09-2025,Tamil Nadu,Cuddalore,607802,2,17
12-09-2025,Tamil Nadu,Cuddalore,607803,11,6
12-09-2025,Tamil Nadu,Cuddalore,607804,3,6
12-09-2025,Tamil Nadu,Cuddalore,608001,4,16
12-09-2025,Tamil Nadu,Cuddalore,608303,0,8
12-09-2025,Tamil Nadu,Cuddalore,608502,2,13
12-09-2025,Tamil Nadu,Cuddalore,608703,3,22
12-09-2025,Tamil Nadu,Dharmapuri,635123,0,2
12-09-2025,Tamil Nadu,Dharmapuri,636806,1,11
12-09-2025,Tamil Nadu,Dharmapuri,636807,5,21
12-09-2025,Tamil Nadu,Dharmapuri,636903,0,28
12-09-2025,Tamil Nadu,Dindigul,624004,2,7
12-09-2025,Tamil Nadu,Dindigul,624101,1,12
12-09-2025,Tamil Nadu,Dindigul,624103,1,7
12-09-2025,Tamil Nadu,Dindigul,624206,1,3
12-09-2025,Tamil Nadu,Dindigul,624301,0,10
12-09-2025,Tamil Nadu,Dindigul,624302,2,6
12-09-2025,Tamil Nadu,Dindigul,624303,4,5
12-09-2025,Tamil Nadu,Dindigul,624304,2,9
12-09-2025,Tamil Nadu,Dindigul,624306,2,10
12-09-2025,Tamil Nadu,Dindigul,624308,2,18
12-09-2025,Tamil Nadu,Dindigul,624401,4,37
12-09-2025,Tamil Nadu,Dindigul,624403,1,4
12-09-2025,Tamil Nadu,Dindigul,624619,5,21
12-09-2025,Tamil Nadu,Dindigul,624621,1,5
12-09-2025,Tamil Nadu,Dindigul,624701,2,2
12-09-2025,Tamil Nadu,Dindigul,624710,2,19
12-09-2025,Tamil Nadu,Erode,638009,0,23
12-09-2025,Tamil Nadu,Erode,638056,1,4
12-09-2025,Tamil Nadu,Erode,638153,1,4
12-09-2025,Tamil Nadu,Erode,638301,1,15
12-09-2025,Tamil Nadu,Erode,638312,2,8
12-09-2025,Tamil Nadu,Erode,638316,3,11
12-09-2025,Tamil Nadu,Erode,638476,0,19
12-09-2025,Tamil Nadu,Erode,638502,1,7
12-09-2025,Tamil Nadu,Kancheepuram,600044,12,52
12-09-2025,Tamil Nadu,Kancheepuram,600048,6,31
12-09-2025,Tamil Nadu,Kancheepuram,600074,4,14
12-09-2025,Tamil Nadu,Kancheepuram,600088,15,15
12-09-2025,Tamil Nadu,Kancheepuram,600100,12,25
12-09-2025,Tamil Nadu,Kancheepuram,600117,11,18
12-09-2025,Tamil Nadu,Kancheepuram,600125,2,12
12-09-2025,Tamil Nadu,Kancheepuram,600130,1,0
12-09-2025,Tamil Nadu,Kancheepuram,601301,1,22
12-09-2025,Tamil Nadu,Kancheepuram,602105,2,18
12-09-2025,Tamil Nadu,Kancheepuram,602109,0,2
12-09-2025,Tamil Nadu,Kancheepuram,602117,0,1
12-09-2025,Tamil Nadu,Kancheepuram,603002,4,10
12-09-2025,Tamil Nadu,Kancheepuram,603105,0,4
12-09-2025,Tamil Nadu,Kancheepuram,603109,2,15
12-09-2025,Tamil Nadu,Kancheepuram,603111,2,8
12-09-2025,Tamil Nadu,Kancheepuram,603201,0,5
12-09-2025,Tamil Nadu,Kancheepuram,603309,1,3
12-09-2025,Tamil Nadu,Kancheepuram,603319,0,4
12-09-2025,Tamil Nadu,Kancheepuram,631205,0,1
12-09-2025,Tamil Nadu,Kancheepuram,631502,6,42
12-09-2025,Tamil Nadu,Kancheepuram,631553,0,8
12-09-2025,Tamil Nadu,Kancheepuram,631601,0,5
12-09-2025,Tamil Nadu,Kanniyakumari,629101,0,3
12-09-2025,Tamil Nadu,Kanniyakumari,629151,4,8
12-09-2025,Tamil Nadu,Kanniyakumari,629163,1,10
12-09-2025,Tamil Nadu,Kanniyakumari,629166,3,8
12-09-2025,Tamil Nadu,Kanniyakumari,629171,0,3
12-09-2025,Tamil Nadu,Kanniyakumari,629176,0,6
12-09-2025,Tamil Nadu,Kanniyakumari,629251,5,7
12-09-2025,Tamil Nadu,Kanniyakumari,629801,0,1
12-09-2025,Tamil Nadu,Kanniyakumari,629803,0,1
12-09-2025,Tamil Nadu,Kanyakumari,629004,2,6
12-09-2025,Tamil Nadu,Kanyakumari,629101,0,2
12-09-2025,Tamil Nadu,Kanyakumari,629157,1,1
12-09-2025,Tamil Nadu,Kanyakumari,629160,1,6
12-09-2025,Tamil Nadu,Kanyakumari,629201,1,0
12-09-2025,Tamil Nadu,Kanyakumari,629252,1,1
12-09-2025,Tamil Nadu,Kanyakumari,629302,0,3
12-09-2025,Tamil Nadu,Kanyakumari,629401,0,3
12-09-2025,Tamil Nadu,Kanyakumari,629501,2,0
12-09-2025,Tamil Nadu,Kanyakumari,629602,0,1
12-09-2025,Tamil Nadu,Kanyakumari,629701,0,1
13-09-2025,Tamil Nadu,Ariyalur,612901,5,2
13-09-2025,Tamil Nadu,Ariyalur,621805,0,5
13-09-2025,Tamil Nadu,Chengalpattu,600064,2,6
13-09-2025,Tamil Nadu,Chengalpattu,600130,0,6
13-09-2025,Tamil Nadu,Chengalpattu,603101,0,2
13-09-2025,Tamil Nadu,Chengalpattu,603313,0,1
13-09-2025,Tamil Nadu,Chennai,600011,6,29
13-09-2025,Tamil Nadu,Chennai,600012,5,29
13-09-2025,Tamil Nadu,Chennai,600017,5,15
13-09-2025,Tamil Nadu,Chennai,600023,5,26
13-09-2025,Tamil Nadu,Chennai,600024,3,21
13-09-2025,Tamil Nadu,Chennai,600025,0,1
13-09-2025,Tamil Nadu,Chennai,600051,0,1
13-09-2025,Tamil Nadu,Chennai,600053,0,6
13-09-2025,Tamil Nadu,Chennai,600057,1,3
13-09-2025,Tamil Nadu,Chennai,600058,0,3
13-09-2025,Tamil Nadu,Chennai,600083,5,5
13-09-2025,Tamil Nadu,Chennai,600087,0,2
13-09-2025,Tamil Nadu,Chennai,600093,0,8
13-09-2025,Tamil Nadu,Chennai,600097,7,24
13-09-2025,Tamil Nadu,Chennai,600106,6,15
13-09-2025,Tamil Nadu,Coimbatore,638459,1,3
13-09-2025,Tamil Nadu,Coimbatore,641004,2,10
13-09-2025,Tamil Nadu,Coimbatore,641006,7,32
13-09-2025,Tamil Nadu,Coimbatore,641008,0,22
13-09-2025,Tamil Nadu,Coimbatore,641012,1,7
13-09-2025,Tamil Nadu,Coimbatore,641013,0,2
13-09-2025,Tamil Nadu,Coimbatore,641030,1,3
13-09-2025,Tamil Nadu,Coimbatore,641041,2,18
13-09-2025,Tamil Nadu,Coimbatore,641045,0,9
13-09-2025,Tamil Nadu,Coimbatore,641107,1,9
13-09-2025,Tamil Nadu,Coimbatore,641407,0,2
13-09-2025,Tamil Nadu,Coimbatore,641669,0,6
13-09-2025,Tamil Nadu,Coimbatore,642007,1,5
13-09-2025,Tamil Nadu,Coimbatore,642103,0,5
13-09-2025,Tamil Nadu,Coimbatore,642120,1,4
13-09-2025,Tamil Nadu,Coimbatore,642123,0,7
13-09-2025,Tamil Nadu,Coimbatore,642124,0,1
13-09-2025,Tamil Nadu,Coimbatore,642205,0,3
13-09-2025,Tamil Nadu,Cuddalore,605110,0,2
13-09-2025,Tamil Nadu,Cuddalore,606003,3,7
13-09-2025,Tamil Nadu,Cuddalore,606115,1,5
13-09-2025,Tamil Nadu,Cuddalore,606302,6,4
13-09-2025,Tamil Nadu,Cuddalore,607001,2,8
13-09-2025,Tamil Nadu,Cuddalore,607102,3,5
13-09-2025,Tamil Nadu,Cuddalore,607104,0,5
13-09-2025,Tamil Nadu,Cuddalore,607301,2,3
13-09-2025,Tamil Nadu,Cuddalore,607302,4,5
13-09-2025,Tamil Nadu,Cuddalore,607308,1,4
13-09-2025,Tamil Nadu,Cuddalore,607807,0,2
13-09-2025,Tamil Nadu,Cuddalore,608002,1,11
13-09-2025,Tamil Nadu,Cuddalore,608201,0,6
13-09-2025,Tamil Nadu,Cuddalore,608301,3,17
13-09-2025,Tamil Nadu,Cuddalore,608303,2,10
13-09-2025,Tamil Nadu,Cuddalore,608304,3,4
13-09-2025,Tamil Nadu,Dharmapuri,635111,5,9
13-09-2025,Tamil Nadu,Dharmapuri,635202,6,15
13-09-2025,Tamil Nadu,Dharmapuri,635205,2,7
13-09-2025,Tamil Nadu,Dharmapuri,636705,9,12
13-09-2025,Tamil Nadu,Dharmapuri,636803,6,5
13-09-2025,Tamil Nadu,Dharmapuri,636806,0,7
13-09-2025,Tamil Nadu,Dharmapuri,636809,2,8
13-09-2025,Tamil Nadu,Dharmapuri,636810,7,24
13-09-2025,Tamil Nadu,Dharmapuri,636811,2,3
13-09-2025,Tamil Nadu,Dharmapuri,636904,1,2
13-09-2025,Tamil Nadu,Dindigul,624101,1,7
13-09-2025,Tamil Nadu,Dindigul,624103,1,3
13-09-2025,Tamil Nadu,Dindigul,624201,4,2
13-09-2025,Tamil Nadu,Dindigul,624204,1,3
13-09-2025,Tamil Nadu,Dindigul,624206,1,3
13-09-2025,Tamil Nadu,Dindigul,624215,1,5
13-09-2025,Tamil Nadu,Dindigul,624219,0,2
13-09-2025,Tamil Nadu,Dindigul,624302,4,2
13-09-2025,Tamil Nadu,Dindigul,624304,5,9
13-09-2025,Tamil Nadu,Dindigul,624306,5,14
13-09-2025,Tamil Nadu,Dindigul,624613,3,33
13-09-2025,Tamil Nadu,Dindigul,624622,3,14
13-09-2025,Tamil Nadu,Dindigul,624701,0,1
13-09-2025,Tamil Nadu,Dindigul,624704,1,2
13-09-2025,Tamil Nadu,Dindigul,624705,3,8
13-09-2025,Tamil Nadu,Dindigul,624712,1,1
13-09-2025,Tamil Nadu,Erode,638051,3,12
13-09-2025,Tamil Nadu,Erode,638104,3,9
13-09-2025,Tamil Nadu,Erode,638107,1,5
13-09-2025,Tamil Nadu,Erode,638109,2,10
13-09-2025,Tamil Nadu,Erode,638112,2,11
13-09-2025,Tamil Nadu,Erode,638153,1,2
13-09-2025,Tamil Nadu,Erode,638313,1,4
13-09-2025,Tamil Nadu,Erode,638402,3,13
13-09-2025,Tamil Nadu,Erode,638452,1,6
13-09-2025,Tamil Nadu,Erode,638454,1,9
13-09-2025,Tamil Nadu,Erode,638502,3,4
13-09-2025,Tamil Nadu,Erode,638503,2,9
13-09-2025,Tamil Nadu,Erode,641302,0,1
13-09-2025,Tamil Nadu,Kallakurichi,605751,0,1
13-09-2025,Tamil Nadu,Kallakurichi,605756,1,0
